DEVICE_ID,SENSOR_DATETIME,TEMP_DEVICE,TEMP_INSIDE,TEMP_OUTSIDE,LIGHT_INTENSITY,VOLTAGE,HUMIDITY_INSIDE,PRESSURE,100-150 Hz,150-200 Hz,200-250 Hz,250-300 Hz,300-350 Hz,350-400 Hz,400-450 Hz,450-500 Hz,500-550 Hz,550-600 Hz,MESSAGE_ID,PROCESSED_DTTM,DQ_PERIOD,DQ_DATA_QUALITY_OPTIONS,DQ_N_MEASUREMENTS_PER_HOUR,DQ_N_MISSING_HOURS_IN_DAY,DQ_PERC_MISSING_DAYS_IN_PERIOD
v001/c00002/d001,2024-12-03T00:06:00,0,15.9,7.3,0,1.8,73.3,101328,41,39,22,22,18,13,29,50,5,26,000628526F6393F05977531703F60002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T00:16:00,0,15.8,7.1,0,1.8,72.9,101340,33,32,16,18,16,11,17,16,8,19,00062852925A9CD50A0CF11809980002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T00:25:00,0,15.8,6.9,0,1.8,73.6,101354,33,32,18,17,16,10,24,44,4,18,00062852B536E15A5977531705820002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T00:35:00,0,15.8,6.8,0,1.8,75.5,101383,34,30,15,21,14,12,15,21,8,14,00062852D81481075977531708520002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T00:45:00,0,15.8,6.6,0,1.8,75.2,101390,34,28,17,20,15,10,18,24,8,16,00062852FB3084F70A0CF41848610002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T00:55:00,0,15.8,6.6,0,1.8,74.3,101394,33,32,19,18,13,7,27,63,16,21,000628531DEECE0F0A0CF618710F0002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T01:04:00,0,15.8,6.4,0,1.8,76.6,101413,31,26,15,17,15,9,14,18,4,19,0006285340D1EA8E0A0CF8180A1B0002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T01:14:00,0,15.7,6.3,0,1.8,75.6,101427,26,28,15,15,13,10,31,48,8,12,0006285363B3FD56597750173B1C0002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T01:24:00,0,15.7,6.3,0,1.8,76.1,101451,28,39,8,35,15,15,51,74,22,22,00062853869557E35977591776410002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T01:34:00,0,15.7,6.3,0,1.8,77.1,101458,27,27,15,15,16,10,15,52,7,15,00062853A975115C0A0CFC182DC60002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T01:43:00,0,15.7,6.3,0,1.8,76.5,101471,26,25,15,14,16,6,39,69,9,27,00062853CC6632660A0CFC18361F0002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T01:53:00,0,15.7,6.2,0,1.8,76.3,101481,24,28,13,15,17,10,18,43,11,18,00062853EF40622F59775C1710010002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T02:03:00,0,15.8,6.1,0,1.8,77.5,101504,28,24,16,17,15,16,34,30,8,13,00062854122262A759775E172F9D0002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T02:13:00,0,15.8,6.1,0,1.8,77.2,101519,28,25,17,16,13,15,19,32,10,19,000628543543CD0A59775E17214D0002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T02:22:00,0,15.7,6.1,0,1.8,75.8,101532,30,32,15,23,14,16,34,53,12,15,00062854580FA3D859775F1763AE0002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T02:32:00,0,15.6,6,0,1.8,74.9,101540,34,32,18,20,19,14,35,60,8,22,000628547AFA19E45977601744BE0002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T02:42:00,0,15.6,5.9,0,1.8,75,101554,34,31,18,19,14,12,28,36,11,15,000628549DDD84A30A0C001930950002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T02:52:00,0,15.6,5.9,0,1.8,74.3,101571,32,34,14,19,19,10,30,49,4,10,00062854C0B4A5350A0C051953070002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T03:02:00,0,15.5,5.8,0,1.8,74.5,101582,32,32,15,19,17,10,23,35,12,20,00062854E39AEBB25977621756E40002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T03:11:00,0,15.4,5.8,0,1.8,74.3,101585,32,33,17,18,18,7,22,50,9,24,000628550682B3355977651744D10002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T03:21:00,0,15.5,5.6,0,1.8,77.1,101596,27,27,15,18,14,12,27,36,16,23,00062855296D155F597763170CB10002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T03:31:00,0,15.5,5.3,0,1.8,77.1,101602,27,28,16,19,16,10,51,83,8,17,000628554C3F86DE0A0C081925E20002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T03:41:00,0,15.5,5.1,0,1.8,75.7,101612,27,27,17,18,12,12,81,106,14,58,000628556F2159C359776917024F0002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T03:50:00,0,15.5,4.9,0,1.8,76.6,101628,30,26,13,19,16,11,31,46,7,17,00062855925544DC59770B1504FC0002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T04:00:00,0,15.5,4.8,0,1.8,76.5,101631,29,26,17,16,16,10,20,32,9,26,00062855B52894DE5977651779650002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T04:10:00,0,15.5,5.1,0,1.8,76.2,101646,29,26,14,17,15,8,24,24,10,18,00062855D99BD28659776C1728CB0002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T04:20:00,0,15.5,5.7,0,1.8,75.8,101664,30,27,17,18,18,10,36,25,13,13,00062855FCE7F18E59776B17742D0002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T04:30:00,0,15.6,5.6,0,1.8,78.2,101682,30,25,16,18,25,12,27,51,6,26,000628561F9F055C59776F173B3D0002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T04:40:00,0,15.5,5.6,0,1.8,75.5,101699,31,30,14,19,15,10,13,37,7,26,000628564281A9B90A0C111919780002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T04:49:00,0,15.4,5.4,0,1.8,75.7,101697,34,26,15,19,14,9,18,26,11,23,00062856656047540A0C121925820002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T04:59:00,0,15.4,5.3,0,1.8,75.5,101712,30,30,17,14,15,15,32,112,11,11,0006285688483C60597770173F030002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T05:09:00,0,15.3,5.1,0,1.8,73.3,101712,30,31,15,18,17,10,8,50,8,29,00062856AB28228B5977701748280002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T05:19:00,0,15.2,5.3,0,1.8,74.2,101732,35,33,15,14,17,12,16,61,9,18,00062856CE05753559777417259B0002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T05:28:00,0,15.2,5.3,0,1.8,73.8,101742,35,30,14,17,15,9,37,90,9,18,00062856F0E5687B0A0C17192C250002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T05:38:00,0,15.2,5.3,0,1.8,73.6,101756,28,33,16,14,15,14,25,48,12,9,0006285713C3A2E60A0C161957C70002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T05:48:00,0,15.2,5.1,0,1.8,73.4,101766,27,29,13,21,18,10,26,33,12,33,0006285736A474475977761763160002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T05:58:00,0,15.1,4.7,0,1.8,74.4,101792,30,25,15,16,16,9,16,11,9,15,00062857598AC3600A0C181941280002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T06:07:00,0,15.2,4.8,0,1.8,78.3,101799,30,28,11,18,16,9,24,32,8,20,000628577C68177C0A0C1B1928E80002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T06:17:00,0,15.2,4.9,0,1.8,76.8,101802,29,28,14,15,17,9,17,21,9,13,000628579F441807597779174DA20002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T06:27:00,0,15.1,4.8,0,1.8,76.8,101821,31,32,17,17,19,7,35,46,11,45,00062857C2252381597779173DE30002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T06:37:00,0,15.1,4.6,0,1.8,74.9,101839,30,30,12,15,33,12,52,90,16,61,00062857E506057359777D1749710002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T06:46:00,0,15,4.8,0,1.8,74.2,101863,29,26,17,17,12,15,30,52,16,26,0006285807E808340A0C1E197AD30002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T06:56:00,0,15,4.9,1,1.8,74.7,101876,25,35,12,18,15,9,43,76,19,32,000628582AC8726C0A0C211958DE0002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T07:06:00,0,15,5,4,1.8,75.1,101884,26,26,16,16,11,13,9,20,8,12,000628584DACD83C0A0C1E19415F0002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T07:16:00,0,14.9,4.9,21,1.8,74.4,101890,25,26,14,17,14,12,14,36,8,19,00062858709410E05977801737ED0002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T07:25:00,0,14.9,4.8,50,1.8,73.7,101897,28,24,15,17,15,9,19,17,7,30,0006285893773BB65977831732270002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T07:35:00,0,14.7,4.6,105,1.8,73.5,101900,24,32,12,18,14,15,37,37,14,18,00062858B692F8300A0C24191AB30002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T07:45:00,0,14.7,4.7,168,1.8,75.2,101918,30,25,14,17,14,8,26,27,4,15,00062858D98C1233597785170D120002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T07:55:00,0,14.7,4.7,204,1.8,75.1,101936,29,23,14,17,17,7,31,30,5,29,00062858FC8A615E597786177BDD0002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T08:05:00,0,14.7,4.8,279,1.8,75.2,101961,32,24,18,17,11,26,40,93,19,49,000628591F9399930A0C2A1925F80002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T08:14:00,0,14.6,4.4,473,1.8,74.6,101956,27,26,16,19,15,13,14,32,8,18,0006285942CB7E0E0A0C2B1941470002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T08:24:00,0,14.6,4.7,663,1.8,74.4,101970,34,29,17,17,16,7,29,48,24,40,0006285965FCBD3659778B172F530002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T08:34:00,0,14.5,4.8,802,1.8,74.6,101986,32,29,16,17,18,9,49,40,8,18,0006285988EDC7610A0C2D195D820002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T08:44:00,0,14.5,4.9,868,1.8,74.8,101999,28,28,16,15,19,9,22,28,9,14,00062859ABF3E8840A0C2E19021A0002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T08:54:00,0,14.4,4.8,919,1.8,74.9,102007,33,30,16,18,20,21,77,65,5,16,00062859CF03539059778E174C300002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T09:03:00,0,14.4,5.1,1365,1.8,74.2,102011,32,32,13,21,14,9,67,52,9,29,00062859F2180D5A597790175A3A0002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T09:13:00,0,14.4,5.2,1130,1.8,74.3,102038,34,31,13,18,14,12,29,25,4,24,0006285A1530F9BE5977921726D80002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T09:23:00,0,14.3,5,1243,1.9,74.2,102061,34,32,19,18,18,16,231,225,26,98,0006285A382CFED7597794177B3B0002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T09:33:00,0,14.3,4.6,1313,1.8,74.1,102060,37,28,14,19,15,12,53,68,12,14,0006285A5B35FE94597793173BB30002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T09:43:00,0,14.3,5.3,1793,1.8,76.2,102063,36,39,6,28,32,14,27,34,14,23,0006285A7E45B7D25977961778320002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T09:52:00,0,14.5,5.3,1812,1.8,78.7,102076,32,22,12,20,18,18,53,57,8,16,0006285AA16089C8597799174C6A0002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T10:02:00,0,14.4,5.3,1900,1.8,76.5,102082,29,21,17,13,11,12,42,25,11,18,0006285AC463E15559779A1761B00002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T10:12:00,0,14.3,4.9,1235,1.8,76.3,102085,26,24,13,15,14,10,45,55,4,34,0006285AE771002859779B1706960002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T10:22:00,0,14.4,4.7,987,1.8,80.4,102091,23,21,12,15,19,6,55,58,9,35,0006285B0A8E398A59779C1744BF0002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T10:32:00,0,14.2,4.8,2621,1.8,77.1,102091,24,29,15,13,17,18,75,65,10,13,0006285B2D9A0B880A0C3F190EF30002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T10:41:00,0,14.2,5.4,1911,1.9,76.6,102097,34,21,12,14,15,15,40,43,9,21,0006285B509B26770A0C4119312D0002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T10:51:00,0,14.1,5.8,1858,1.8,75.5,102099,23,26,14,15,15,10,39,42,8,26,0006285B73C1DBBA5977A11724340002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T11:01:00,0,14.1,6.3,2347,1.8,73.9,102103,28,27,12,15,15,8,12,40,8,14,0006285B96B4B90E0A0C4319430A0002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T11:11:00,0,14.1,5.9,1870,1.8,76.7,102111,30,21,16,13,17,8,119,108,10,44,0006285BB9C5DD350A0C461905CF0002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T11:21:00,0,14.1,6,2008,1.8,76.5,102113,27,20,13,12,13,10,32,57,12,39,0006285BDCD2FBEC5977A61741CC0002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T11:30:00,0,14.1,6.8,3114,1.8,75.7,102109,26,31,17,16,21,9,57,78,13,18,0006285BFFD61D360A0C481932B10002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T11:40:00,0,14.1,6.8,2766,1.8,75.5,102107,25,20,16,14,15,13,42,39,10,20,0006285C22E6234D5977AA17022D0002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T11:50:00,0,14.1,6.5,2476,1.8,75.8,102114,23,21,11,15,13,9,50,43,10,15,0006285C460BCE560A0C491963080002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T12:00:00,0,14,6.1,2138,1.8,75.5,102111,22,26,8,15,18,31,75,120,19,19,0006285C6957B5A10A0C4C19617F0002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T12:10:00,0,14,5.9,2139,1.8,75.2,102114,21,20,7,14,17,12,58,34,12,27,0006285C8C39C9F45977AD1763030002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T12:20:00,0,14,5.9,2262,1.8,75.1,102118,20,17,12,13,9,9,54,37,8,16,0006285CAF4AFDE50A0C501913CF0002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T12:29:00,0,14,5.9,1968,1.8,75.4,102120,23,14,8,12,13,3,24,36,10,12,0006285CD253B2CD5977AE17789C0002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T12:39:00,0,13.9,5.7,1763,1.8,75.2,102119,18,18,10,17,20,8,93,97,7,24,0006285CF56126F60A0C521955A00002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T12:49:00,0,13.9,5.5,1515,1.8,75.7,102133,18,16,7,15,11,10,33,23,17,18,0006285D187503750A0C541959B60002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T12:59:00,0,13.8,5.5,1693,1.8,75,102126,12,17,13,13,14,11,50,43,11,12,0006285D3B7D66605977B51768760002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T13:09:00,0,13.9,5.7,2218,1.8,75.6,102136,8,14,11,13,13,4,38,44,14,23,0006285D5E85C1AF5977B617341E0002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T13:18:00,0,13.8,5.8,2135,1.8,75,102146,14,11,11,13,15,5,24,29,9,38,0006285D81951A105977B91735C60002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T13:28:00,0,13.8,5.5,1410,1.8,75.1,102135,11,18,11,15,15,11,50,77,8,12,0006285DA49E1DFE0A0C5B1919F50002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T13:38:00,0,13.8,5.1,1422,1.8,75.4,102137,15,11,12,17,13,13,75,36,15,50,0006285DC7A8D00D0A0CAC1831C30002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T13:48:00,0,13.8,4.8,1286,1.8,75.7,102143,14,18,7,13,13,12,51,34,6,20,0006285DEAB640A20A0C5F191D660002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T13:58:00,0,13.8,4.8,1593,1.8,75.8,102140,10,14,7,16,17,10,88,109,12,13,0006285E0DD94E195977C817737C0002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T14:07:00,0,13.7,5.3,1280,1.8,75.7,102150,14,14,9,14,14,10,38,47,11,20,0006285E30F734D30A0C62192F190002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T14:17:00,0,13.7,5.2,989,1.8,75.5,102159,9,15,11,11,16,10,23,31,10,22,0006285E53F2F58A0A0C62191E620002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T14:27:00,0,13.7,4.9,1009,1.8,75.5,102175,9,16,11,14,13,12,38,43,9,23,0006285E7700BC995977CE1736E10002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T14:37:00,0,13.7,4.7,778,1.8,75.7,102179,10,15,9,16,21,10,19,17,12,27,0006285E9A1BAE295977CE1725770002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T14:47:00,0,13.7,4.4,548,1.8,75.6,102195,9,17,12,14,17,11,39,35,11,26,0006285EBD5D69680A0C6A190D910002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T14:56:00,0,13.7,4.6,390,1.8,75.7,102207,10,18,10,19,21,7,45,32,7,21,0006285EE047BA320A0C691966660002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T15:06:00,0,13.6,4.3,302,1.8,74.8,102212,15,21,12,15,25,13,39,44,9,17,0006285F034E5EEF5977D217774F0002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T15:16:00,0,13.6,3.6,208,1.8,76,102214,13,18,8,15,13,9,33,35,6,19,0006285F2671B5190A0C6D1929520002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T15:26:00,0,13.6,3.8,116,1.8,73.3,102212,9,19,11,15,13,14,62,83,10,14,0006285F496ABE010A0C6E193B220002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T15:36:00,0,13.6,3.5,53,1.8,74.1,102219,11,22,6,14,17,12,42,38,8,13,0006285F6C7CAF805977D41702570002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T15:45:00,0,13.7,3.4,18,1.8,74.5,102214,13,17,9,18,15,11,36,40,10,21,0006285F8F7EAB020A0C72190D100002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T15:55:00,0,13.7,3.3,4,1.8,74.2,102222,11,18,7,15,19,8,44,16,13,16,0006285FB27531B20A0C711976FA0002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T16:05:00,0,13.7,3.3,1,1.8,73.8,102234,14,12,9,15,16,7,47,43,14,16,0006285FD54DE57E0A0C6D196CE30002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T16:15:00,0,13.6,2.9,0,1.8,73.8,102238,13,14,9,18,14,8,46,47,8,17,0006285FF82D372A0A0C75197FD40002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T16:24:00,0,13.6,3.1,0,1.8,73.7,102248,12,17,10,16,13,18,39,48,9,14,000628601B14F7FA5977DA177B680002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T16:34:00,0,13.5,3,0,1.8,73.5,102254,14,16,12,11,16,10,54,26,6,21,000628603DF96BCB5977DB174A290002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T16:44:00,0,13.5,2.5,0,1.8,73.7,102252,13,14,10,14,13,16,19,59,10,28,0006286060DA7EC55977DC17784A0002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T16:54:00,0,13.5,2.1,0,1.8,74.2,102256,10,18,12,11,18,12,37,26,7,17,0006286083B839AC0A0C7D1953FE0002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T17:03:00,0,13.5,3.1,0,1.8,72.9,102257,9,21,14,15,15,13,73,71,10,33,00062860A69A083D0A0C7E1946C60002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T17:13:00,0,13.4,3.7,0,1.8,72,102256,12,14,10,9,13,11,24,30,7,12,00062860C9717F9B0A0C7F19531A0002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T17:23:00,0,13.4,3.7,0,1.8,72.1,102262,9,16,9,15,18,7,24,22,10,18,00062860EC5B18770A0C7F194E690002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T17:33:00,0,13.4,3.6,0,1.8,72.1,102270,13,15,9,14,13,6,39,30,6,20,00062861348B6C2D0A0C83197CA40002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T17:43:00,0,13.3,3.4,0,1.8,72,102274,13,15,7,16,18,12,28,35,6,18,00062861348DD1570A0C83197CA40004,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T17:53:00,0,13.3,2.8,0,1.8,71.7,102285,11,17,12,14,16,7,44,52,13,28,00062861575D4D545977E5172D680002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T18:03:00,0,13.3,2.5,0,1.8,70.9,102288,12,13,10,15,12,11,24,36,6,34,000628617A590F915977E61727530002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T18:12:00,0,13.2,1.8,0,1.8,71.9,102287,12,16,9,15,11,6,37,64,8,27,000628619D60E8135977E6177D440002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T18:22:00,0,13.2,1.3,0,1.8,71.7,102293,14,16,12,11,15,10,19,15,8,12,00062861C025591E5977E7171A820002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T18:32:00,0,13.1,0.9,0,1.8,71.6,102301,11,22,11,18,16,11,87,91,13,11,00062861E30932125977E8176F6E0002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T18:42:00,0,13.1,0.7,0,1.8,71.5,102296,15,16,9,15,14,7,31,43,4,19,00062862061FC4AC5977E91756590002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T18:51:00,0,13,0.6,0,1.8,70.8,102298,14,19,9,11,15,9,35,43,11,14,0006286228E23E395977EA1776760002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T19:01:00,0,13,0.3,0,1.8,71.7,102308,15,21,17,15,14,6,44,66,5,35,000628624BBBC4235977EA171E3B0002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T19:11:00,0,12.9,0.2,0,1.8,71.2,102309,15,14,10,12,17,6,36,28,8,15,000628626F878CCB0A0C921911DA0002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T19:21:00,0,12.9,-0.1,0,1.8,70.6,102321,16,14,13,15,15,12,52,53,12,15,00062862925AE9F75977EE1744E50002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T19:31:00,0,12.8,-0.3,0,1.8,68.6,102326,12,20,7,16,16,4,27,16,9,19,00062862B53E06B80A0C951927380002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T19:40:00,0,12.8,-0.3,0,1.8,69.7,102335,14,17,8,12,15,17,36,36,6,29,00062862D817EDF05977F0175E990002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T19:50:00,0,12.7,-0.4,0,1.8,70.3,102348,15,14,10,17,14,13,32,64,7,32,00062862FAF26B415977ED177A460002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T20:00:00,0,12.6,-0.3,0,1.8,69.4,102360,14,18,11,15,12,6,21,13,9,14,000628631DCE47E60A0C9919533F0002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T20:10:00,0,12.6,-0.4,0,1.8,69.6,102376,14,15,9,14,19,9,18,35,10,16,0006286340CDC3970A0C9A1966010002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T20:19:00,0,12.6,-0.4,0,1.8,68.8,102369,19,13,9,14,14,7,17,21,6,20,0006286363A5596C0A0C9B1927890002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T20:29:00,0,12.5,-0.3,0,1.8,68.5,102380,18,13,10,14,15,13,26,58,8,19,00062863867A944E5977F61725F40002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T20:39:00,0,12.4,-0.4,0,1.8,68.2,102384,16,14,14,13,16,10,36,47,12,23,00062863A95F12AC0A0C9D197F540002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-03T20:49:00,0,12.4,-0.3,0,1.8,67.1,102382,15,14,10,13,15,9,11,30,7,17,00062863CC30697C5977F7175E900002,2024-12-11T08:51:22,7,0,4,2,100
