DEVICE_ID,SENSOR_DATETIME,TEMP_DEVICE,TEMP_INSIDE,TEMP_OUTSIDE,LIGHT_INTENSITY,VOLTAGE,HUMIDITY_INSIDE,PRESSURE,100-150 Hz,150-200 Hz,200-250 Hz,250-300 Hz,300-350 Hz,350-400 Hz,400-450 Hz,450-500 Hz,500-550 Hz,550-600 Hz,MESSAGE_ID,PROCESSED_DTTM,DQ_PERIOD,DQ_DATA_QUALITY_OPTIONS,DQ_N_MEASUREMENTS_PER_HOUR,DQ_N_MISSING_HOURS_IN_DAY,DQ_PERC_MISSING_DAYS_IN_PERIOD
v001/c00002/d001,2024-12-06T23:52:00,0,11.7,5.2,0,1.8,67.8,101062,21,16,11,14,22,14,36,73,12,17,000628A2B5F5FED15977081A10100002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T00:02:00,0,11.7,5.3,0,1.8,68,101033,20,14,10,16,16,11,31,33,12,20,000628A2D8DBB3DA0A0C261C24350002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T00:12:00,0,11.7,5.4,0,1.8,67.9,101006,18,19,7,17,23,8,47,27,9,19,000628A2FBB419F55977011A189C0002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T00:21:00,0,11.8,5.4,0,1.8,69.4,100966,18,18,11,13,15,7,19,13,9,23,000628A31E9CCF7D59770A1A66850002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T00:31:00,0,11.8,5.4,0,1.8,71,100918,14,18,11,14,17,10,30,24,9,15,000628A341747D0659770D1A56440002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T00:41:00,0,11.8,5.5,0,1.8,70.6,100904,15,17,12,16,18,16,25,53,7,20,000628A3646889590A0C2B1C1B0E0002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T00:51:00,0,11.9,5.6,0,1.8,70.4,100877,19,18,12,19,12,6,49,58,9,24,000628A3874101DB0A0C2D1C26270002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T01:01:00,0,11.9,5.5,0,1.8,70.2,100857,22,15,11,17,13,14,29,25,8,14,000628A3AA2FEDBC0A0C2E1C2FF10002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T01:10:00,0,11.9,5.3,0,1.8,69.9,100839,15,17,8,13,15,14,33,68,12,23,000628A3CD061D340A0C2F1C08F50002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T01:20:00,0,11.9,5.4,0,1.8,70.5,100813,16,17,14,14,11,12,35,48,9,17,000628A3EFEF45DC5977101A11740002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T01:30:00,0,11.9,5.3,0,1.9,70,100741,21,17,9,15,17,5,14,33,3,22,000628A412D3696D5977121A6E370002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T01:40:00,0,11.9,5.3,0,1.8,69.8,100698,19,19,9,14,13,7,28,31,9,18,000628A435F1283C0A0C281C7BD90002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T01:49:00,0,11.9,5.3,0,1.8,69.8,100652,19,17,14,14,17,8,17,40,8,41,000628A458B6313F0A0C341C51190002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T01:59:00,0,11.9,5.3,0,1.8,70.6,100594,19,19,12,12,15,14,17,27,12,7,000628A47B98DDA15977151A1BAE0002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T02:09:00,0,12,5.3,0,1.8,71.4,100546,20,16,13,14,11,10,28,26,8,15,000628A49E9090F40A0C361C28490002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T02:19:00,0,12,5.4,0,1.8,70.3,100503,19,20,7,14,16,8,35,53,10,16,000628A4C1AE80C15977161A4ADB0002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T02:28:00,0,11.9,5.4,0,1.8,69.1,100473,18,19,7,19,15,5,37,55,9,11,000628A4E467956E59771A1A18EC0002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T02:38:00,0,11.9,5.4,0,1.8,69.2,100416,15,15,11,13,12,9,22,49,6,17,000628A507517CA659771A1A14840002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T02:48:00,0,12,5.4,0,1.8,69.4,100386,16,16,14,13,15,12,67,47,5,14,000628A52A274C7C5977161A78110002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T02:58:00,0,12,5.6,0,1.8,69.8,100336,16,19,9,15,11,10,35,30,10,11,000628A54D22A75659771C1A25160002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T03:07:00,0,12.1,5.6,0,1.8,70.4,100287,21,16,12,15,12,11,24,33,6,21,000628A56FFB937A0A0C3D1C0F390002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T03:17:00,0,12.1,5.8,0,1.8,70.3,100240,17,23,13,16,14,9,44,39,5,22,000628A592DD5D545977191A19B40002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T03:27:00,0,12.1,5.8,0,1.8,72.4,100197,17,16,9,14,14,16,33,86,16,17,000628A5B5C9BED959771F1A245D0002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T03:37:00,0,12.2,6,0,1.8,71.8,100185,17,18,12,16,12,9,81,178,9,17,000628A5D933C9E85977201A1E840002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T03:46:00,0,12.3,6.1,0,1.8,75.5,100141,15,19,13,18,13,12,43,57,5,15,000628A5FBD61BA70A0C3F1C6A570002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T03:56:00,0,12.2,6.2,0,1.8,74.1,100105,19,16,12,11,13,10,56,49,8,18,000628A61EE9659459771F1A63330002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T04:06:00,0,12.4,6.2,0,1.9,74.2,100069,16,20,15,17,11,11,32,54,14,20,000628A641C112BC0A0C421C145E0002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T04:16:00,0,12.4,6.1,0,1.8,75.4,100051,14,21,12,13,18,13,84,116,13,18,000628A6649FAE855977241A48ED0002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T04:26:00,0,12.4,6.2,0,1.8,72.6,100009,15,19,10,13,13,9,33,34,13,16,000628A68788A1A35977F6196DCC0002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T04:35:00,0,12.4,6.3,0,1.8,72.5,99954,14,12,8,15,16,9,26,44,17,17,000628A6AA69513B0A0C471C63FB0002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T04:45:00,0,12.4,6.3,0,1.8,72.9,99910,10,15,9,18,11,9,31,36,9,10,000628A6CD6DF96B0A0C461C5DA90002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T04:55:00,0,12.4,6.4,0,1.8,73,99874,13,16,12,14,14,10,40,78,15,26,000628A6F05457060A0C481C6D100002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T05:05:00,0,12.4,6.4,0,1.8,71.9,99860,10,23,4,18,14,8,43,54,5,16,000628A7133869175977281A65DC0002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T05:14:00,0,12.3,6.5,0,1.8,72.1,99832,9,17,7,13,9,14,29,48,7,21,000628A7362472455977281A3F080002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T05:24:00,0,12.3,6.6,0,1.8,71.3,99801,14,13,8,16,17,10,32,10,5,19,000628A758FF50750A0C4E1C325F0002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T05:34:00,0,12.4,6.6,0,1.8,72.5,99768,16,13,7,8,8,11,69,128,11,18,000628A77BE83CC70A0C4F1C06AF0002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T05:44:00,0,12.4,6.7,0,1.7,72.6,99751,15,17,9,14,14,15,24,102,12,25,000628A79EC5BCFF0A0C4F1C70B30002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T05:53:00,0,12.3,6.8,0,1.8,72.1,99726,12,9,6,8,8,6,18,27,7,27,000628A7C1EB73400A0C4F1C52A70002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T06:03:00,0,12.3,6.8,0,1.8,72.4,99713,13,11,4,9,11,4,34,54,9,20,000628A7E4BD53F259772D1A68CA0002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T06:13:00,0,12.4,6.9,0,1.8,72.1,99699,14,10,5,10,7,6,31,24,11,11,000628A8079EA8EB0A0C531C57210002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T06:23:00,0,12.4,6.9,0,1.9,71.7,99674,13,19,5,8,14,2,13,32,7,14,000628A82A7C89035977301A494D0002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T06:32:00,0,12.4,7.1,0,1.8,72.4,99650,11,13,7,6,17,16,81,118,10,36,000628A84D6465160A0C551C0A870002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T06:42:00,0,12.5,7.1,0,1.8,72.6,99627,13,9,8,9,11,6,29,26,6,11,000628A8704535C15977311A43EC0002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T06:52:00,0,12.5,7.2,0,1.8,72.8,99610,15,8,5,9,11,10,47,72,11,18,000628A89326DF3E0A0C581C474D0002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T07:02:00,0,12.5,7.3,1,1.8,72.3,99566,16,10,15,11,13,7,73,151,12,25,000628A8B606EC3E5977331A66E10002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T07:11:00,0,12.6,7.4,3,1.8,74.9,99561,16,10,5,7,9,8,23,32,7,17,000628A8D8EE1CC95977341A775D0002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T07:21:00,0,12.6,7.4,6,1.8,74.7,99545,13,14,7,7,18,10,35,54,5,20,000628A8FBCEF52E0A0C5D1C34180002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T07:31:00,0,12.6,7.5,26,1.8,74.5,99537,12,15,5,10,15,10,58,65,9,29,000628A91EB8384F5977371A403F0002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T07:41:00,0,12.6,7.6,26,1.8,73.8,99500,14,9,6,8,9,4,29,39,7,18,000628A941CA09695977331A56A30002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T07:51:00,0,12.6,7.7,48,1.8,73.5,99494,13,11,6,6,10,6,22,25,5,15,000628A9648DD4935977391A0DEF0002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T08:00:00,0,12.6,7.8,139,1.8,74,99487,14,17,8,10,10,9,26,28,5,19,000628A9878293C20A0C621C0A1F0002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T08:10:00,0,12.6,7.8,425,1.8,74.1,99466,14,8,5,6,7,8,25,54,11,6,000628A9AA8549A659773A1A76D20002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T08:20:00,0,12.6,7.6,541,1.8,74.5,99439,12,12,6,9,3,10,35,43,15,35,000628A9CD98C84F0A0C5F1C68920002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T08:30:00,0,12.7,7.5,803,1.8,75.1,99421,15,8,8,9,17,11,35,99,10,61,000628A9F0AE480259773D1A16310002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T08:40:00,0,12.7,7.9,778,1.8,77.3,99403,14,17,6,6,8,7,20,29,8,10,000628AA159FD27D0A0C661C667D0002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T08:50:00,0,12.8,7.9,819,1.8,78.6,99395,14,18,19,7,8,10,15,18,9,40,000628AA38B634D359773E1A6E970002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T09:00:00,0,12.8,7.9,1390,1.8,78.7,99386,15,11,7,8,8,10,22,31,5,16,000628AA5BC691B559773E1A7A020002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T09:09:00,0,12.7,8.1,1068,1.8,78.1,99372,17,10,4,8,6,7,21,55,10,10,000628AA7EDCFB1A0A0C6B1C35CA0002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T09:19:00,0,12.7,8,1108,1.8,77.9,99369,14,16,8,10,9,13,27,42,6,9,000628AAA1E9B6BA0A0C6D1C0DFB0002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T09:29:00,0,12.7,8.1,1111,1.8,77.4,99362,14,11,3,9,9,2,21,38,3,18,000628AAC51362310A0C6D1C58160002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T09:39:00,0,12.7,8.1,1483,1.8,76.7,99340,12,11,6,8,10,9,27,21,9,9,000628AAE81487005977441A6F040002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T09:49:00,0,12.7,8.6,1411,1.8,76.5,99309,16,8,3,6,9,7,35,30,7,10,000628AB0B1DDBFB0A0C6D1C6F150002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T09:59:00,0,12.7,8.3,2003,1.8,76.2,99295,17,10,4,7,10,6,25,27,7,11,000628AB2E98D6840A0C721C020C0002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T10:08:00,0,12.7,8.7,1549,1.8,75.9,99271,16,12,12,6,16,11,24,23,7,10,000628AB518B71525977471A12B30002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T10:18:00,0,12.7,8.4,858,1.8,76.2,99243,16,12,9,8,11,11,49,72,4,8,000628AB74A6CA855977481A232D0002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T10:28:00,0,12.8,8.6,1643,1.8,76,99243,17,7,10,8,8,6,31,43,5,11,000628AB97AF06550A0C731C32340002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T10:38:00,0,12.8,8.8,2423,1.8,74.8,99228,16,24,8,16,16,6,38,42,17,26,000628ABBABEA5A70A0C761C5EB20002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T10:48:00,0,12.8,8.8,2158,1.8,74.6,99211,13,10,6,12,10,5,17,19,17,18,000628ABDDC0F11E0A0C781C1B0F0002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T10:57:00,0,12.7,8.8,1886,1.8,75,99197,13,9,6,8,11,16,38,83,6,20,000628AC00CA20FD59774D1A6AC70002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T11:07:00,0,12.7,8.8,1838,1.8,75.3,99192,13,16,5,13,8,8,17,43,8,16,000628AC23F4A8FF59774E1A47F40002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T11:17:00,0,12.7,8.4,1528,1.8,75.1,99179,12,10,6,8,10,7,19,30,4,21,000628AC46F886DF5977B71821800002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T11:27:00,0,12.7,8.5,1698,1.8,74.8,99168,11,10,8,7,10,7,19,31,7,18,000628AC6A0838CD5977511A16520002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T11:37:00,0,12.7,8.3,2833,1.8,75.1,99169,11,16,5,12,12,10,26,25,9,23,000628AC8D15BCB90A0C7F1C5A000002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T11:46:00,0,12.7,8.4,1528,1.8,74.5,99126,11,9,8,10,11,11,38,44,4,27,000628ACB02F7AD75977521A74B10002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T11:56:00,0,12.7,8.1,2027,1.8,74.4,99136,13,10,5,12,11,7,13,24,5,13,000628ACD34356795977531A3AE80002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T12:06:00,0,12.7,8.3,1158,1.8,74.3,99126,14,18,5,11,10,11,16,43,9,22,000628ACF69F03140A0C821C12B50002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T12:16:00,0,12.7,7.9,1131,1.8,74.5,99111,10,9,7,11,12,9,28,34,5,26,000628AD198F56DF5977561A7C6E0002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T12:26:00,0,12.8,8.1,2498,1.8,73.9,99110,12,11,8,7,13,6,13,23,12,15,000628AD3CA640FE0A0C841C6AE50002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T12:36:00,0,12.7,7.9,1450,1.8,74.4,99091,11,10,7,8,11,7,14,22,6,14,000628AD613941C20A0C801C656F0002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T12:46:00,0,12.7,7.4,1472,1.8,74.4,99079,8,11,9,10,15,9,19,27,8,16,000628AD8452D6465977591A30A20002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T12:56:00,0,12.7,7.7,1749,1.8,74,99056,9,12,9,12,11,8,13,32,9,26,000628ADA77472620A0C891C31300002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T13:05:00,0,12.7,7.5,1597,1.8,74.7,99034,13,9,9,16,17,10,19,30,6,14,000628ADCA7832250A0C881C39A20002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T13:15:00,0,12.7,7.4,996,1.8,73.4,99024,11,16,9,13,7,12,24,64,9,11,000628ADEDA1FD2259775C1A73F00002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T13:25:00,0,12.7,7.6,352,1.8,73.8,99015,10,10,9,14,10,10,19,31,8,23,000628AE10C2877459775C1A09AE0002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T13:35:00,0,12.8,7.4,1263,1.8,74.6,99026,12,12,10,9,10,7,20,22,7,21,000628AE33BC1C9059775D1A7CDB0002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T13:45:00,0,12.8,7.4,1792,1.8,74.7,99023,9,12,10,11,15,4,24,22,7,12,000628AE56CA66A55977601A14B80002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T13:54:00,0,12.8,7.3,266,1.8,76.2,99035,12,14,8,13,14,9,31,40,8,19,000628AE79DA0BD859775F1A57A10002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T14:04:00,0,12.9,6.8,143,1.8,78.6,99043,14,9,3,5,10,3,19,30,5,7,000628AE9CE82D050A0C911C6E790002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T14:14:00,0,12.9,6.6,242,1.8,78,99041,13,9,6,6,8,3,22,35,7,10,000628AEBFF0FF0A5977631A3A4D0002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T14:24:00,0,12.9,6.6,398,1.8,77.8,99034,13,14,9,9,11,4,20,9,5,13,000628AEE30145A95977631A795F0002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T14:34:00,0,12.8,6.5,263,1.8,77.4,99036,10,10,5,10,9,5,18,20,5,21,000628AF0611B34C0A0C921C72FD0002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T14:43:00,0,12.8,6.5,423,1.8,77.2,99034,13,9,6,8,6,10,29,29,11,16,000628AF292A33695977661A00DF0002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T14:53:00,0,12.8,6.4,210,1.8,76.2,99034,13,13,8,14,7,9,25,31,6,10,000628AF4C2FB43A5977661A1F4C0002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T15:03:00,0,12.8,6.3,108,1.8,75.4,99027,12,9,6,8,7,5,25,33,3,16,000628AF6F4C752D0A0C921C01C60002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T15:13:00,0,12.8,6.4,32,1.8,75.1,99024,14,11,9,7,7,6,18,21,5,20,000628AF9254DBCC5977681A31870002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T15:23:00,0,12.9,6.3,30,1.8,75.3,99045,14,8,8,9,11,8,20,12,7,22,000628AFB52F9D7E5977621A22800002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T15:33:00,0,12.8,6.2,18,1.8,75.1,99040,10,11,3,8,8,7,22,37,5,14,000628AFD8F5D65659776B1A1F6A0002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T15:42:00,0,12.8,6.1,6,1.8,74.4,99042,10,11,5,14,10,8,15,15,6,12,000628AFFBE0126459776B1A10B80002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T15:52:00,0,12.8,6.1,2,1.8,74,99041,12,12,4,12,8,9,16,49,5,18,000628B01EBD457159776C1A3FED0002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T16:02:00,0,12.8,6.1,0,1.8,74.2,99044,13,12,8,12,12,4,18,45,7,19,000628B041A7941E59776E1A2FB50002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T16:12:00,0,12.8,6.1,0,1.8,74.3,99038,12,9,5,9,9,10,23,21,7,13,000628B064F7E4EC59776F1A15D00002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T16:21:00,0,12.8,6,0,1.8,74,99043,11,6,7,11,6,9,28,33,4,7,000628B087B9F0D00A0CA11C47100002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T16:31:00,0,12.7,6,0,1.8,73.7,99032,13,10,4,9,9,5,16,16,9,14,000628B0AA8BC02C59776F1A2A8C0002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T16:41:00,0,12.7,6.1,0,1.8,73.4,99033,9,7,9,12,10,10,29,47,10,21,000628B0CD77CC635977721A42F90002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T16:51:00,0,12.6,6,0,1.8,72.8,99023,12,10,8,7,11,6,53,48,16,25,000628B0F090DB665977721A0D3B0002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T17:00:00,0,12.6,6.1,0,1.8,73.5,99035,10,8,7,8,12,10,13,42,4,9,000628B1135DE3BA5977731A71D00002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T17:10:00,0,12.6,6,0,1.8,73.3,99022,14,11,4,10,14,5,44,78,5,41,000628B136453AB30A0C9A1C51B00002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T17:20:00,0,12.6,6.1,0,1.8,73.3,99017,14,10,5,10,12,11,25,57,9,17,000628B1596234665977751A72830002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T17:30:00,0,12.6,5.9,0,1.8,73.4,99016,9,12,8,10,7,7,23,39,4,13,000628B17C280F7F5977761A3F500002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T17:40:00,0,12.6,6,0,1.8,73,99021,8,12,7,12,11,11,12,28,7,16,000628B19F29BFF55977751A744E0002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T17:49:00,0,12.5,5.9,0,1.8,73.4,99030,10,9,9,7,15,14,57,52,11,16,000628B1C2019F035977771A1DB50002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T17:59:00,0,12.5,5.9,0,1.8,73.4,99023,11,15,6,11,10,6,21,21,8,16,000628B1E4D7BE565977791A4D3F0002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T18:09:00,0,12.5,5.9,0,1.8,72.8,99026,11,12,7,11,11,6,20,26,6,29,000628B207BD1C3C0A0CAF1C45390002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T18:19:00,0,12.5,5.9,0,1.8,73.1,99032,7,14,7,13,12,7,27,47,8,15,000628B22AA2E63B59777C1A6B5E0002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T18:28:00,0,12.5,5.9,0,1.8,72.9,99041,8,12,3,9,7,7,43,51,7,13,000628B24D827BA059777D1A73710002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T18:38:00,0,12.4,5.9,0,1.8,72.6,99037,12,11,6,10,11,12,72,90,8,14,000628B27118B68059777D1A1A360002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T18:48:00,0,12.4,5.9,0,1.8,72.5,99039,13,12,6,11,9,9,42,40,6,20,000628B293E1484159777F1A14EE0002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T18:58:00,0,12.4,6,0,1.9,72.6,99040,12,11,9,9,8,9,23,21,6,15,000628B2B6DB76F30A0CB51C4EE90002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T19:08:00,0,12.4,5.9,0,1.8,72.8,99049,19,15,4,13,16,10,17,33,6,18,000628B2D9C3CD840A0CB21C05E20002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T19:17:00,0,12.3,5.9,0,1.8,72.5,99052,16,9,9,13,13,8,67,113,5,15,000628B2FC993DC20A0CB61C143B0002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T19:27:00,0,12.3,5.9,0,1.8,72.6,99053,13,14,9,9,13,6,9,28,9,16,000628B31F7E04675977831A7BA60002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T19:37:00,0,12.3,5.9,0,1.8,72.6,99044,12,13,11,11,13,9,24,22,7,20,000628B3426C08200A0CBA1C16210002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T19:47:00,0,12.3,5.9,0,1.8,72.9,99038,13,17,5,9,13,6,13,24,6,22,000628B3654F9C600A0CBB1C67960002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T19:56:00,0,12.2,5.9,0,1.8,73,99052,15,10,14,17,14,8,48,65,9,25,000628B3882C63505977861A18A60002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T20:06:00,0,12.2,5.9,0,1.8,72.7,99054,11,16,5,15,14,14,48,55,13,25,000628B3AB1396905977881A32C70002,2024-12-11T08:51:22,7,0,4,2,100
v001/c00002/d001,2024-12-07T20:16:00,0,12.2,6,0,1.8,72.1,99054,15,8,9,12,14,10,18,19,9,16,000628B3CE00DF005977881A56F30002,2024-12-11T08:51:22,7,0,4,2,100
